X, Y, MAG,
-10,-10,3.10754e-08,
-9.9,-10,3.13837e-08,
-9.8,-10,3.16949e-08,
-9.7,-10,3.20092e-08,
-9.6,-10,3.23264e-08,
-9.5,-10,3.26465e-08,
-9.4,-10,3.29696e-08,
-9.3,-10,3.32956e-08,
-9.2,-10,3.36246e-08,
-9.1,-10,3.39564e-08,
-9,-10,3.42911e-08,
-8.9,-10,3.46286e-08,
-8.8,-10,3.4969e-08,
-8.7,-10,3.53121e-08,
-8.6,-10,3.56581e-08,
-8.5,-10,3.60067e-08,
-8.4,-10,3.6358e-08,
-8.3,-10,3.67119e-08,
-8.2,-10,3.70685e-08,
-8.1,-10,3.74276e-08,
-8,-10,3.77891e-08,
-7.9,-10,3.81531e-08,
-7.8,-10,3.85195e-08,
-7.7,-10,3.88882e-08,
-7.6,-10,3.92591e-08,
-7.5,-10,3.96322e-08,
-7.4,-10,4.00074e-08,
-7.3,-10,4.03845e-08,
-7.2,-10,4.07636e-08,
-7.1,-10,4.11445e-08,
-7,-10,4.15272e-08,
-6.9,-10,4.19114e-08,
-6.8,-10,4.22972e-08,
-6.7,-10,4.26844e-08,
-6.6,-10,4.30728e-08,
-6.5,-10,4.34625e-08,
-6.4,-10,4.38532e-08,
-6.3,-10,4.42448e-08,
-6.2,-10,4.46371e-08,
-6.1,-10,4.50301e-08,
-6,-10,4.54236e-08,
-5.9,-10,4.58174e-08,
-5.8,-10,4.62114e-08,
-5.7,-10,4.66053e-08,
-5.6,-10,4.69991e-08,
-5.5,-10,4.73925e-08,
-5.4,-10,4.77855e-08,
-5.3,-10,4.81776e-08,
-5.2,-10,4.85689e-08,
-5.1,-10,4.8959e-08,
-5,-10,4.93479e-08,
-4.9,-10,4.97352e-08,
-4.8,-10,5.01207e-08,
-4.7,-10,5.05043e-08,
-4.6,-10,5.08857e-08,
-4.5,-10,5.12647e-08,
-4.4,-10,5.1641e-08,
-4.3,-10,5.20145e-08,
-4.2,-10,5.23848e-08,
-4.1,-10,5.27517e-08,
-4,-10,5.31149e-08,
-3.9,-10,5.34743e-08,
-3.8,-10,5.38295e-08,
-3.7,-10,5.41803e-08,
-3.6,-10,5.45265e-08,
-3.5,-10,5.48677e-08,
-3.4,-10,5.52036e-08,
-3.3,-10,5.55341e-08,
-3.2,-10,5.58588e-08,
-3.1,-10,5.61775e-08,
-3,-10,5.64899e-08,
-2.9,-10,5.67958e-08,
-2.8,-10,5.70948e-08,
-2.7,-10,5.73866e-08,
-2.6,-10,5.76711e-08,
-2.5,-10,5.79479e-08,
-2.4,-10,5.82168e-08,
-2.3,-10,5.84775e-08,
-2.2,-10,5.87298e-08,
-2.1,-10,5.89734e-08,
-2,-10,5.9208e-08,
-1.9,-10,5.94334e-08,
-1.8,-10,5.96494e-08,
-1.7,-10,5.98557e-08,
-1.6,-10,6.00522e-08,
-1.5,-10,6.02385e-08,
-1.4,-10,6.04145e-08,
-1.3,-10,6.058e-08,
-1.2,-10,6.07348e-08,
-1.1,-10,6.08787e-08,
-1,-10,6.10115e-08,
-0.9,-10,6.11331e-08,
-0.8,-10,6.12434e-08,
-0.7,-10,6.13421e-08,
-0.6,-10,6.14291e-08,
-0.5,-10,6.15044e-08,
-0.4,-10,6.15679e-08,
-0.3,-10,6.16194e-08,
-0.2,-10,6.16588e-08,
-0.1,-10,6.16862e-08,
-1.87905e-14,-10,6.17015e-08,
0.1,-10,6.17046e-08,
0.2,-10,6.16956e-08,
0.3,-10,6.16743e-08,
0.4,-10,6.16409e-08,
0.5,-10,6.15954e-08,
0.6,-10,6.15378e-08,
0.7,-10,6.14681e-08,
0.8,-10,6.13864e-08,
0.9,-10,6.12928e-08,
1,-10,6.11875e-08,
1.1,-10,6.10705e-08,
1.2,-10,6.09419e-08,
1.3,-10,6.08019e-08,
1.4,-10,6.06506e-08,
1.5,-10,6.04883e-08,
1.6,-10,6.0315e-08,
1.7,-10,6.0131e-08,
1.8,-10,5.99364e-08,
1.9,-10,5.97315e-08,
2,-10,5.95165e-08,
2.1,-10,5.92916e-08,
2.2,-10,5.9057e-08,
2.3,-10,5.88131e-08,
2.4,-10,5.856e-08,
2.5,-10,5.8298e-08,
2.6,-10,5.80274e-08,
2.7,-10,5.77484e-08,
2.8,-10,5.74613e-08,
2.9,-10,5.71664e-08,
3,-10,5.6864e-08,
3.1,-10,5.65544e-08,
3.2,-10,5.62378e-08,
3.3,-10,5.59146e-08,
3.4,-10,5.5585e-08,
3.5,-10,5.52493e-08,
3.6,-10,5.49079e-08,
3.7,-10,5.45609e-08,
3.8,-10,5.42087e-08,
3.9,-10,5.38517e-08,
4,-10,5.349e-08,
4.1,-10,5.31239e-08,
4.2,-10,5.27538e-08,
4.3,-10,5.23799e-08,
4.4,-10,5.20025e-08,
4.5,-10,5.16219e-08,
4.6,-10,5.12382e-08,
4.7,-10,5.08518e-08,
4.8,-10,5.0463e-08,
4.9,-10,5.0072e-08,
5,-10,4.96789e-08,
5.1,-10,4.92842e-08,
5.2,-10,4.88879e-08,
5.3,-10,4.84904e-08,
5.4,-10,4.80918e-08,
5.5,-10,4.76924e-08,
5.6,-10,4.72923e-08,
5.7,-10,4.68918e-08,
5.8,-10,4.64911e-08,
5.9,-10,4.60903e-08,
6,-10,4.56896e-08,
6.1,-10,4.52893e-08,
6.2,-10,4.48894e-08,
6.3,-10,4.44901e-08,
6.4,-10,4.40917e-08,
6.5,-10,4.36942e-08,
6.6,-10,4.32978e-08,
6.7,-10,4.29026e-08,
6.8,-10,4.25088e-08,
6.9,-10,4.21164e-08,
7,-10,4.17257e-08,
7.1,-10,4.13366e-08,
7.2,-10,4.09494e-08,
7.3,-10,4.05641e-08,
7.4,-10,4.01809e-08,
7.5,-10,3.97997e-08,
7.6,-10,3.94208e-08,
7.7,-10,3.90441e-08,
7.8,-10,3.86698e-08,
7.9,-10,3.82979e-08,
8,-10,3.79285e-08,
8.1,-10,3.75616e-08,
8.2,-10,3.71974e-08,
8.3,-10,3.68359e-08,
8.4,-10,3.6477e-08,
8.5,-10,3.6121e-08,
8.6,-10,3.57677e-08,
8.7,-10,3.54173e-08,
8.8,-10,3.50698e-08,
8.9,-10,3.47252e-08,
9,-10,3.43836e-08,
9.1,-10,3.40449e-08,
9.2,-10,3.37092e-08,
9.3,-10,3.33765e-08,
9.4,-10,3.30469e-08,
9.5,-10,3.27203e-08,
9.6,-10,3.23967e-08,
9.7,-10,3.20763e-08,
9.8,-10,3.17589e-08,
9.9,-10,3.14445e-08,
10,-10,3.11333e-08,
-10,-9.9,3.13849e-08,
-9.9,-9.9,3.16994e-08,
-9.8,-9.9,3.20169e-08,
-9.7,-9.9,3.23376e-08,
-9.6,-9.9,3.26614e-08,
-9.5,-9.9,3.29882e-08,
-9.4,-9.9,3.33182e-08,
-9.3,-9.9,3.36511e-08,
-9.2,-9.9,3.39872e-08,
-9.1,-9.9,3.43262e-08,
-9,-9.9,3.46683e-08,
-8.9,-9.9,3.50133e-08,
-8.8,-9.9,3.53613e-08,
-8.7,-9.9,3.57122e-08,
-8.6,-9.9,3.6066e-08,
-8.5,-9.9,3.64227e-08,
-8.4,-9.9,3.67822e-08,
-8.3,-9.9,3.71445e-08,
-8.2,-9.9,3.75095e-08,
-8.1,-9.9,3.78772e-08,
-8,-9.9,3.82475e-08,
-7.9,-9.9,3.86204e-08,
-7.8,-9.9,3.89959e-08,
-7.7,-9.9,3.93737e-08,
-7.6,-9.9,3.9754e-08,
-7.5,-9.9,4.01366e-08,
-7.4,-9.9,4.05213e-08,
-7.3,-9.9,4.09083e-08,
-7.2,-9.9,4.12973e-08,
-7.1,-9.9,4.16882e-08,
-7,-9.9,4.20811e-08,
-6.9,-9.9,4.24756e-08,
-6.8,-9.9,4.28719e-08,
-6.7,-9.9,4.32697e-08,
-6.6,-9.9,4.36689e-08,
-6.5,-9.9,4.40694e-08,
-6.4,-9.9,4.44711e-08,
-6.3,-9.9,4.48738e-08,
-6.2,-9.9,4.52774e-08,
-6.1,-9.9,4.56817e-08,
-6,-9.9,4.60867e-08,
-5.9,-9.9,4.64921e-08,
-5.8,-9.9,4.68977e-08,
-5.7,-9.9,4.73034e-08,
-5.6,-9.9,4.77091e-08,
-5.5,-9.9,4.81145e-08,
-5.4,-9.9,4.85195e-08,
-5.3,-9.9,4.89238e-08,
-5.2,-9.9,4.93273e-08,
-5.1,-9.9,4.97297e-08,
-5,-9.9,5.01308e-08,
-4.9,-9.9,5.05305e-08,
-4.8,-9.9,5.09285e-08,
-4.7,-9.9,5.13245e-08,
-4.6,-9.9,5.17184e-08,
-4.5,-9.9,5.21099e-08,
-4.4,-9.9,5.24987e-08,
-4.3,-9.9,5.28846e-08,
-4.2,-9.9,5.32674e-08,
-4.1,-9.9,5.36468e-08,
-4,-9.9,5.40224e-08,
-3.9,-9.9,5.43942e-08,
-3.8,-9.9,5.47617e-08,
-3.7,-9.9,5.51248e-08,
-3.6,-9.9,5.54831e-08,
-3.5,-9.9,5.58363e-08,
-3.4,-9.9,5.61843e-08,
-3.3,-9.9,5.65266e-08,
-3.2,-9.9,5.68631e-08,
-3.1,-9.9,5.71933e-08,
-3,-9.9,5.75171e-08,
-2.9,-9.9,5.78342e-08,
-2.8,-9.9,5.81442e-08,
-2.7,-9.9,5.84469e-08,
-2.6,-9.9,5.8742e-08,
-2.5,-9.9,5.90293e-08,
-2.4,-9.9,5.93083e-08,
-2.3,-9.9,5.95789e-08,
-2.2,-9.9,5.98408e-08,
-2.1,-9.9,6.00938e-08,
-2,-9.9,6.03374e-08,
-1.9,-9.9,6.05716e-08,
-1.8,-9.9,6.0796e-08,
-1.7,-9.9,6.10104e-08,
-1.6,-9.9,6.12146e-08,
-1.5,-9.9,6.14083e-08,
-1.4,-9.9,6.15913e-08,
-1.3,-9.9,6.17633e-08,
-1.2,-9.9,6.19243e-08,
-1.1,-9.9,6.2074e-08,
-1,-9.9,6.22122e-08,
-0.9,-9.9,6.23387e-08,
-0.8,-9.9,6.24534e-08,
-0.7,-9.9,6.25561e-08,
-0.6,-9.9,6.26468e-08,
-0.5,-9.9,6.27252e-08,
-0.4,-9.9,6.27913e-08,
-0.3,-9.9,6.28449e-08,
-0.2,-9.9,6.28861e-08,
-0.1,-9.9,6.29147e-08,
-1.87905e-14,-9.9,6.29307e-08,
0.1,-9.9,6.2934e-08,
0.2,-9.9,6.29247e-08,
0.3,-9.9,6.29027e-08,
0.4,-9.9,6.28681e-08,
0.5,-9.9,6.28208e-08,
0.6,-9.9,6.27609e-08,
0.7,-9.9,6.26885e-08,
0.8,-9.9,6.26036e-08,
0.9,-9.9,6.25064e-08,
1,-9.9,6.23969e-08,
1.1,-9.9,6.22753e-08,
1.2,-9.9,6.21417e-08,
1.3,-9.9,6.19962e-08,
1.4,-9.9,6.1839e-08,
1.5,-9.9,6.16702e-08,
1.6,-9.9,6.14902e-08,
1.7,-9.9,6.12989e-08,
1.8,-9.9,6.10968e-08,
1.9,-9.9,6.08839e-08,
2,-9.9,6.06605e-08,
2.1,-9.9,6.04269e-08,
2.2,-9.9,6.01834e-08,
2.3,-9.9,5.993e-08,
2.4,-9.9,5.96672e-08,
2.5,-9.9,5.93952e-08,
2.6,-9.9,5.91143e-08,
2.7,-9.9,5.88248e-08,
2.8,-9.9,5.85269e-08,
2.9,-9.9,5.8221e-08,
3,-9.9,5.79073e-08,
3.1,-9.9,5.75862e-08,
3.2,-9.9,5.7258e-08,
3.3,-9.9,5.69229e-08,
3.4,-9.9,5.65813e-08,
3.5,-9.9,5.62334e-08,
3.6,-9.9,5.58797e-08,
3.7,-9.9,5.55203e-08,
3.8,-9.9,5.51556e-08,
3.9,-9.9,5.4786e-08,
4,-9.9,5.44116e-08,
4.1,-9.9,5.40328e-08,
4.2,-9.9,5.36499e-08,
4.3,-9.9,5.32631e-08,
4.4,-9.9,5.28729e-08,
4.5,-9.9,5.24793e-08,
4.6,-9.9,5.20828e-08,
4.7,-9.9,5.16836e-08,
4.8,-9.9,5.12819e-08,
4.9,-9.9,5.0878e-08,
5,-9.9,5.04722e-08,
5.1,-9.9,5.00648e-08,
5.2,-9.9,4.96558e-08,
5.3,-9.9,4.92457e-08,
5.4,-9.9,4.88346e-08,
5.5,-9.9,4.84227e-08,
5.6,-9.9,4.80103e-08,
5.7,-9.9,4.75975e-08,
5.8,-9.9,4.71846e-08,
5.9,-9.9,4.67717e-08,
6,-9.9,4.63591e-08,
6.1,-9.9,4.5947e-08,
6.2,-9.9,4.55354e-08,
6.3,-9.9,4.51246e-08,
6.4,-9.9,4.47147e-08,
6.5,-9.9,4.43059e-08,
6.6,-9.9,4.38983e-08,
6.7,-9.9,4.34921e-08,
6.8,-9.9,4.30874e-08,
6.9,-9.9,4.26843e-08,
7,-9.9,4.22829e-08,
7.1,-9.9,4.18834e-08,
7.2,-9.9,4.14859e-08,
7.3,-9.9,4.10905e-08,
7.4,-9.9,4.06972e-08,
7.5,-9.9,4.03062e-08,
7.6,-9.9,3.99176e-08,
7.7,-9.9,3.95314e-08,
7.8,-9.9,3.91477e-08,
7.9,-9.9,3.87666e-08,
8,-9.9,3.83881e-08,
8.1,-9.9,3.80123e-08,
8.2,-9.9,3.76393e-08,
8.3,-9.9,3.72692e-08,
8.4,-9.9,3.69019e-08,
8.5,-9.9,3.65375e-08,
8.6,-9.9,3.61761e-08,
8.7,-9.9,3.58177e-08,
8.8,-9.9,3.54623e-08,
8.9,-9.9,3.511e-08,
9,-9.9,3.47607e-08,
9.1,-9.9,3.44146e-08,
9.2,-9.9,3.40716e-08,
9.3,-9.9,3.37318e-08,
9.4,-9.9,3.33951e-08,
9.5,-9.9,3.30616e-08,
9.6,-9.9,3.27313e-08,
9.7,-9.9,3.24042e-08,
9.8,-9.9,3.20803e-08,
9.9,-9.9,3.17596e-08,
10,-9.9,3.14422e-08,
-10,-9.8,3.16974e-08,
-9.9,-9.8,3.20182e-08,
-9.8,-9.8,3.23422e-08,
-9.7,-9.8,3.26695e-08,
-9.6,-9.8,3.3e-08,
-9.5,-9.8,3.33337e-08,
-9.4,-9.8,3.36706e-08,
-9.3,-9.8,3.40106e-08,
-9.2,-9.8,3.43539e-08,
-9.1,-9.8,3.47003e-08,
-9,-9.8,3.50499e-08,
-8.9,-9.8,3.54026e-08,
-8.8,-9.8,3.57584e-08,
-8.7,-9.8,3.61173e-08,
-8.6,-9.8,3.64792e-08,
-8.5,-9.8,3.68441e-08,
-8.4,-9.8,3.7212e-08,
-8.3,-9.8,3.75828e-08,
-8.2,-9.8,3.79565e-08,
-8.1,-9.8,3.83331e-08,
-8,-9.8,3.87124e-08,
-7.9,-9.8,3.90945e-08,
-7.8,-9.8,3.94792e-08,
-7.7,-9.8,3.98665e-08,
-7.6,-9.8,4.02564e-08,
-7.5,-9.8,4.06487e-08,
-7.4,-9.8,4.10434e-08,
-7.3,-9.8,4.14404e-08,
-7.2,-9.8,4.18395e-08,
-7.1,-9.8,4.22409e-08,
-7,-9.8,4.26442e-08,
-6.9,-9.8,4.30494e-08,
-6.8,-9.8,4.34564e-08,
-6.7,-9.8,4.38652e-08,
-6.6,-9.8,4.42754e-08,
-6.5,-9.8,4.46872e-08,
-6.4,-9.8,4.51002e-08,
-6.3,-9.8,4.55144e-08,
-6.2,-9.8,4.59296e-08,
-6.1,-9.8,4.63457e-08,
-6,-9.8,4.67625e-08,
-5.9,-9.8,4.71798e-08,
-5.8,-9.8,4.75975e-08,
-5.7,-9.8,4.80155e-08,
-5.6,-9.8,4.84334e-08,
-5.5,-9.8,4.88512e-08,
-5.4,-9.8,4.92687e-08,
-5.3,-9.8,4.96856e-08,
-5.2,-9.8,5.01017e-08,
-5.1,-9.8,5.05168e-08,
-5,-9.8,5.09308e-08,
-4.9,-9.8,5.13433e-08,
-4.8,-9.8,5.17542e-08,
-4.7,-9.8,5.21631e-08,
-4.6,-9.8,5.257e-08,
-4.5,-9.8,5.29744e-08,
-4.4,-9.8,5.33763e-08,
-4.3,-9.8,5.37752e-08,
-4.2,-9.8,5.41709e-08,
-4.1,-9.8,5.45633e-08,
-4,-9.8,5.49519e-08,
-3.9,-9.8,5.53365e-08,
-3.8,-9.8,5.57169e-08,
-3.7,-9.8,5.60927e-08,
-3.6,-9.8,5.64637e-08,
-3.5,-9.8,5.68295e-08,
-3.4,-9.8,5.719e-08,
-3.3,-9.8,5.75447e-08,
-3.2,-9.8,5.78933e-08,
-3.1,-9.8,5.82357e-08,
-3,-9.8,5.85714e-08,
-2.9,-9.8,5.89002e-08,
-2.8,-9.8,5.92218e-08,
-2.7,-9.8,5.95359e-08,
-2.6,-9.8,5.98421e-08,
-2.5,-9.8,6.01402e-08,
-2.4,-9.8,6.04299e-08,
-2.3,-9.8,6.07109e-08,
-2.2,-9.8,6.09829e-08,
-2.1,-9.8,6.12456e-08,
-2,-9.8,6.14987e-08,
-1.9,-9.8,6.1742e-08,
-1.8,-9.8,6.19753e-08,
-1.7,-9.8,6.21981e-08,
-1.6,-9.8,6.24104e-08,
-1.5,-9.8,6.26118e-08,
-1.4,-9.8,6.28021e-08,
-1.3,-9.8,6.29811e-08,
-1.2,-9.8,6.31486e-08,
-1.1,-9.8,6.33043e-08,
-1,-9.8,6.34481e-08,
-0.9,-9.8,6.35798e-08,
-0.8,-9.8,6.36992e-08,
-0.7,-9.8,6.38062e-08,
-0.6,-9.8,6.39006e-08,
-0.5,-9.8,6.39823e-08,
-0.4,-9.8,6.40512e-08,
-0.3,-9.8,6.41071e-08,
-0.2,-9.8,6.41501e-08,
-0.1,-9.8,6.41799e-08,
-1.87905e-14,-9.8,6.41967e-08,
0.1,-9.8,6.42002e-08,
0.2,-9.8,6.41906e-08,
0.3,-9.8,6.41679e-08,
0.4,-9.8,6.41319e-08,
0.5,-9.8,6.40828e-08,
0.6,-9.8,6.40206e-08,
0.7,-9.8,6.39453e-08,
0.8,-9.8,6.38571e-08,
0.9,-9.8,6.37561e-08,
1,-9.8,6.36422e-08,
1.1,-9.8,6.35158e-08,
1.2,-9.8,6.33768e-08,
1.3,-9.8,6.32256e-08,
1.4,-9.8,6.30621e-08,
1.5,-9.8,6.28867e-08,
1.6,-9.8,6.26995e-08,
1.7,-9.8,6.25007e-08,
1.8,-9.8,6.22906e-08,
1.9,-9.8,6.20694e-08,
2,-9.8,6.18373e-08,
2.1,-9.8,6.15945e-08,
2.2,-9.8,6.13415e-08,
2.3,-9.8,6.10783e-08,
2.4,-9.8,6.08054e-08,
2.5,-9.8,6.05229e-08,
2.6,-9.8,6.02312e-08,
2.7,-9.8,5.99306e-08,
2.8,-9.8,5.96215e-08,
2.9,-9.8,5.9304e-08,
3,-9.8,5.89785e-08,
3.1,-9.8,5.86454e-08,
3.2,-9.8,5.8305e-08,
3.3,-9.8,5.79575e-08,
3.4,-9.8,5.76033e-08,
3.5,-9.8,5.72428e-08,
3.6,-9.8,5.68762e-08,
3.7,-9.8,5.65039e-08,
3.8,-9.8,5.61261e-08,
3.9,-9.8,5.57433e-08,
4,-9.8,5.53557e-08,
4.1,-9.8,5.49636e-08,
4.2,-9.8,5.45674e-08,
4.3,-9.8,5.41673e-08,
4.4,-9.8,5.37636e-08,
4.5,-9.8,5.33567e-08,
4.6,-9.8,5.29468e-08,
4.7,-9.8,5.25342e-08,
4.8,-9.8,5.21191e-08,
4.9,-9.8,5.17019e-08,
5,-9.8,5.12829e-08,
5.1,-9.8,5.08622e-08,
5.2,-9.8,5.04401e-08,
5.3,-9.8,5.00169e-08,
5.4,-9.8,4.95928e-08,
5.5,-9.8,4.9168e-08,
5.6,-9.8,4.87427e-08,
5.7,-9.8,4.83173e-08,
5.8,-9.8,4.78918e-08,
5.9,-9.8,4.74665e-08,
6,-9.8,4.70415e-08,
6.1,-9.8,4.66171e-08,
6.2,-9.8,4.61934e-08,
6.3,-9.8,4.57707e-08,
6.4,-9.8,4.53489e-08,
6.5,-9.8,4.49285e-08,
6.6,-9.8,4.45094e-08,
6.7,-9.8,4.40918e-08,
6.8,-9.8,4.36758e-08,
6.9,-9.8,4.32616e-08,
7,-9.8,4.28494e-08,
7.1,-9.8,4.24391e-08,
7.2,-9.8,4.2031e-08,
7.3,-9.8,4.16251e-08,
7.4,-9.8,4.12216e-08,
7.5,-9.8,4.08205e-08,
7.6,-9.8,4.04219e-08,
7.7,-9.8,4.00258e-08,
7.8,-9.8,3.96325e-08,
7.9,-9.8,3.92419e-08,
8,-9.8,3.88541e-08,
8.1,-9.8,3.84692e-08,
8.2,-9.8,3.80872e-08,
8.3,-9.8,3.77082e-08,
8.4,-9.8,3.73323e-08,
8.5,-9.8,3.69594e-08,
8.6,-9.8,3.65896e-08,
8.7,-9.8,3.6223e-08,
8.8,-9.8,3.58595e-08,
8.9,-9.8,3.54993e-08,
9,-9.8,3.51423e-08,
9.1,-9.8,3.47886e-08,
9.2,-9.8,3.44381e-08,
9.3,-9.8,3.40909e-08,
9.4,-9.8,3.37471e-08,
9.5,-9.8,3.34066e-08,
9.6,-9.8,3.30694e-08,
9.7,-9.8,3.27355e-08,
9.8,-9.8,3.2405e-08,
9.9,-9.8,3.20778e-08,
10,-9.8,3.1754e-08,
-10,-9.7,3.2013e-08,
-9.9,-9.7,3.23402e-08,
-9.8,-9.7,3.26708e-08,
-9.7,-9.7,3.30048e-08,
-9.6,-9.7,3.33421e-08,
-9.5,-9.7,3.36828e-08,
-9.4,-9.7,3.40268e-08,
-9.3,-9.7,3.43742e-08,
-9.2,-9.7,3.47248e-08,
-9.1,-9.7,3.50788e-08,
-9,-9.7,3.54361e-08,
-8.9,-9.7,3.57966e-08,
-8.8,-9.7,3.61604e-08,
-8.7,-9.7,3.65274e-08,
-8.6,-9.7,3.68977e-08,
-8.5,-9.7,3.7271e-08,
-8.4,-9.7,3.76475e-08,
-8.3,-9.7,3.80271e-08,
-8.2,-9.7,3.84097e-08,
-8.1,-9.7,3.87953e-08,
-8,-9.7,3.91839e-08,
-7.9,-9.7,3.95753e-08,
-7.8,-9.7,3.99696e-08,
-7.7,-9.7,4.03666e-08,
-7.6,-9.7,4.07663e-08,
-7.5,-9.7,4.11687e-08,
-7.4,-9.7,4.15735e-08,
-7.3,-9.7,4.19809e-08,
-7.2,-9.7,4.23906e-08,
-7.1,-9.7,4.28025e-08,
-7,-9.7,4.32166e-08,
-6.9,-9.7,4.36328e-08,
-6.8,-9.7,4.4051e-08,
-6.7,-9.7,4.4471e-08,
-6.6,-9.7,4.48927e-08,
-6.5,-9.7,4.5316e-08,
-6.4,-9.7,4.57407e-08,
-6.3,-9.7,4.61667e-08,
-6.2,-9.7,4.65939e-08,
-6.1,-9.7,4.70222e-08,
-6,-9.7,4.74512e-08,
-5.9,-9.7,4.78809e-08,
-5.8,-9.7,4.83112e-08,
-5.7,-9.7,4.87417e-08,
-5.6,-9.7,4.91724e-08,
-5.5,-9.7,4.96031e-08,
-5.4,-9.7,5.00335e-08,
-5.3,-9.7,5.04634e-08,
-5.2,-9.7,5.08926e-08,
-5.1,-9.7,5.1321e-08,
-5,-9.7,5.17482e-08,
-4.9,-9.7,5.2174e-08,
-4.8,-9.7,5.25983e-08,
-4.7,-9.7,5.30207e-08,
-4.6,-9.7,5.3441e-08,
-4.5,-9.7,5.38589e-08,
-4.4,-9.7,5.42743e-08,
-4.3,-9.7,5.46867e-08,
-4.2,-9.7,5.5096e-08,
-4.1,-9.7,5.55018e-08,
-4,-9.7,5.59039e-08,
-3.9,-9.7,5.6302e-08,
-3.8,-9.7,5.66957e-08,
-3.7,-9.7,5.70848e-08,
-3.6,-9.7,5.74691e-08,
-3.5,-9.7,5.7848e-08,
-3.4,-9.7,5.82215e-08,
-3.3,-9.7,5.85891e-08,
-3.2,-9.7,5.89506e-08,
-3.1,-9.7,5.93055e-08,
-3,-9.7,5.96537e-08,
-2.9,-9.7,5.99948e-08,
-2.8,-9.7,6.03284e-08,
-2.7,-9.7,6.06544e-08,
-2.6,-9.7,6.09722e-08,
-2.5,-9.7,6.12817e-08,
-2.4,-9.7,6.15826e-08,
-2.3,-9.7,6.18744e-08,
-2.2,-9.7,6.2157e-08,
-2.1,-9.7,6.24299e-08,
-2,-9.7,6.2693e-08,
-1.9,-9.7,6.2946e-08,
-1.8,-9.7,6.31884e-08,
-1.7,-9.7,6.34202e-08,
-1.6,-9.7,6.36409e-08,
-1.5,-9.7,6.38504e-08,
-1.4,-9.7,6.40484e-08,
-1.3,-9.7,6.42347e-08,
-1.2,-9.7,6.4409e-08,
-1.1,-9.7,6.45711e-08,
-1,-9.7,6.47208e-08,
-0.9,-9.7,6.48579e-08,
-0.8,-9.7,6.49823e-08,
-0.7,-9.7,6.50937e-08,
-0.6,-9.7,6.51921e-08,
-0.5,-9.7,6.52772e-08,
-0.4,-9.7,6.5349e-08,
-0.3,-9.7,6.54074e-08,
-0.2,-9.7,6.54522e-08,
-0.1,-9.7,6.54834e-08,
-1.87905e-14,-9.7,6.55009e-08,
0.1,-9.7,6.55048e-08,
0.2,-9.7,6.54949e-08,
0.3,-9.7,6.54713e-08,
0.4,-9.7,6.54339e-08,
0.5,-9.7,6.53829e-08,
0.6,-9.7,6.53183e-08,
0.7,-9.7,6.524e-08,
0.8,-9.7,6.51483e-08,
0.9,-9.7,6.50432e-08,
1,-9.7,6.49248e-08,
1.1,-9.7,6.47933e-08,
1.2,-9.7,6.46488e-08,
1.3,-9.7,6.44915e-08,
1.4,-9.7,6.43215e-08,
1.5,-9.7,6.4139e-08,
1.6,-9.7,6.39444e-08,
1.7,-9.7,6.37377e-08,
1.8,-9.7,6.35192e-08,
1.9,-9.7,6.32892e-08,
2,-9.7,6.30479e-08,
2.1,-9.7,6.27956e-08,
2.2,-9.7,6.25326e-08,
2.3,-9.7,6.22591e-08,
2.4,-9.7,6.19755e-08,
2.5,-9.7,6.16821e-08,
2.6,-9.7,6.13791e-08,
2.7,-9.7,6.1067e-08,
2.8,-9.7,6.0746e-08,
2.9,-9.7,6.04164e-08,
3,-9.7,6.00786e-08,
3.1,-9.7,5.97329e-08,
3.2,-9.7,5.93797e-08,
3.3,-9.7,5.90193e-08,
3.4,-9.7,5.8652e-08,
3.5,-9.7,5.82782e-08,
3.6,-9.7,5.78982e-08,
3.7,-9.7,5.75123e-08,
3.8,-9.7,5.7121e-08,
3.9,-9.7,5.67244e-08,
4,-9.7,5.6323e-08,
4.1,-9.7,5.59171e-08,
4.2,-9.7,5.55069e-08,
4.3,-9.7,5.50929e-08,
4.4,-9.7,5.46753e-08,
4.5,-9.7,5.42544e-08,
4.6,-9.7,5.38306e-08,
4.7,-9.7,5.3404e-08,
4.8,-9.7,5.29751e-08,
4.9,-9.7,5.25441e-08,
5,-9.7,5.21112e-08,
5.1,-9.7,5.16768e-08,
5.2,-9.7,5.12411e-08,
5.3,-9.7,5.08043e-08,
5.4,-9.7,5.03667e-08,
5.5,-9.7,4.99285e-08,
5.6,-9.7,4.949e-08,
5.7,-9.7,4.90514e-08,
5.8,-9.7,4.86129e-08,
5.9,-9.7,4.81747e-08,
6,-9.7,4.77369e-08,
6.1,-9.7,4.72999e-08,
6.2,-9.7,4.68637e-08,
6.3,-9.7,4.64286e-08,
6.4,-9.7,4.59947e-08,
6.5,-9.7,4.55621e-08,
6.6,-9.7,4.51311e-08,
6.7,-9.7,4.47018e-08,
6.8,-9.7,4.42742e-08,
6.9,-9.7,4.38487e-08,
7,-9.7,4.34251e-08,
7.1,-9.7,4.30038e-08,
7.2,-9.7,4.25848e-08,
7.3,-9.7,4.21681e-08,
7.4,-9.7,4.1754e-08,
7.5,-9.7,4.13425e-08,
7.6,-9.7,4.09337e-08,
7.7,-9.7,4.05276e-08,
7.8,-9.7,4.01243e-08,
7.9,-9.7,3.9724e-08,
8,-9.7,3.93267e-08,
8.1,-9.7,3.89324e-08,
