F [GHz],dB(S11)
5.345000000000002,-8.888439072377748
5.350000000000002,-8.957427523043807
5.355000000000002,-9.027104020829270
5.360000000000003,-9.097479005407685
5.365000000000003,-9.168563174018523
5.370000000000003,-9.240367490441303
5.375000000000003,-9.312903194361304
5.380000000000003,-9.386181811147143
5.385000000000003,-9.460215162062376
5.390000000000002,-9.535015374934213
5.395000000000002,-9.610594895303640
5.400000000000002,-9.686966498083505
5.405000000000003,-9.764143299752385
5.410000000000003,-9.842138771113469
5.415000000000003,-9.920966750650672
5.420000000000003,-10.000641458515023
5.425000000000003,-10.081177511177801
5.430000000000002,-10.162589936788114
5.435000000000002,-10.244894191276476
5.440000000000002,-10.328106175247470
5.445000000000003,-10.412242251708697
5.450000000000003,-10.497319264685705
5.455000000000003,-10.583354558776396
5.460000000000003,-10.670365999702575
5.465000000000003,-10.758371995919518
5.470000000000002,-10.847391521349849
5.475000000000002,-10.937444139312491
5.480000000000002,-11.028550027722329
5.485000000000003,-11.120730005642617
5.490000000000003,-11.214005561277871
5.495000000000003,-11.308398881501960
5.500000000000003,-11.403932883023062
5.505000000000003,-11.500631245295811
5.510000000000003,-11.598518445299252
5.515000000000002,-11.697619794308318
5.520000000000002,-11.797961476798079
5.525000000000003,-11.899570591630175
5.530000000000003,-12.002475195684209
5.535000000000003,-12.106704350109805
5.540000000000003,-12.212288169390620
5.545000000000003,-12.319257873427667
5.550000000000003,-12.427645842867522
5.555000000000002,-12.537485677920799
5.560000000000002,-12.648812260938504
5.565000000000003,-12.761661823037612
5.570000000000003,-12.876072015094474
5.575000000000003,-12.992081983454003
5.580000000000003,-13.109732450735217
5.585000000000003,-13.229065802150480
5.590000000000003,-13.350126177795961
5.595000000000002,-13.472959571415421
5.600000000000002,-13.597613936190161
5.605000000000003,-13.724139298163363
5.610000000000003,-13.852587877969002
5.615000000000003,-13.983014221606128
5.620000000000003,-14.115475341077049
5.625000000000003,-14.250030865795232
5.630000000000003,-14.386743205768234
5.635000000000003,-14.525677727671596
5.640000000000002,-14.666902945055126
5.645000000000003,-14.810490724064428
5.650000000000003,-14.956516506222053
5.655000000000003,-15.105059549993834
5.660000000000003,-15.256203193073082
5.665000000000003,-15.410035137553040
5.670000000000003,-15.566647760425690
5.675000000000003,-15.726138452154503
5.680000000000002,-15.888609986423850
5.685000000000002,-16.054170924572798
5.690000000000003,-16.222936058693485
5.695000000000003,-16.395026897913933
5.700000000000003,-16.570572203017292
5.705000000000003,-16.749708575277751
5.710000000000003,-16.932581106248371
5.715000000000003,-17.119344096229121
5.720000000000002,-17.310161850314969
5.725000000000002,-17.505209562296031
5.730000000000003,-17.704674298304550
5.735000000000003,-17.908756094027776
5.740000000000003,-18.117669181587392
5.745000000000003,-18.331643364918602
5.750000000000003,-18.550925565746418
5.755000000000003,-18.775781566194350
5.760000000000003,-19.006497978812245
5.765000000000002,-19.243384480586677
5.770000000000003,-19.486776354539451
5.775000000000003,-19.737037391160033
5.780000000000003,-19.994563212572160
5.785000000000003,-20.259785095538490
5.790000000000003,-20.533174385885296
5.795000000000003,-20.815247617607234
5.800000000000003,-21.106572476041336
5.805000000000002,-21.407774777750319
5.810000000000003,-21.719546682390053
5.815000000000003,-22.042656406930391
5.820000000000003,-22.377959784421300
5.825000000000003,-22.726414103962998
5.830000000000003,-23.089094794021275
5.835000000000003,-23.467215679658629
5.840000000000003,-23.862153772894203
5.845000000000002,-24.275479869588544
5.850000000000003,-24.708996663712512
5.855000000000003,-25.164786707779790
5.860000000000003,-25.645273434791477
5.865000000000003,-26.153299751058373
5.870000000000003,-26.692230633925437
5.875000000000003,-27.266089091323934
5.880000000000003,-27.879739382985822
5.885000000000003,-28.539138649018177
5.890000000000003,-29.251689990051542
5.895000000000003,-30.026750237389948
5.900000000000003,-30.876381242249963
5.905000000000003,-31.816499026682255
5.910000000000003,-32.868701999648529
5.915000000000003,-34.063320205354472
5.920000000000003,-35.444803082947999
5.925000000000003,-37.081946756509694
5.930000000000002,-39.089146342728093
5.935000000000003,-41.675858911867280
5.940000000000003,-45.276197956194466
5.945000000000003,-50.795175240336796
5.950000000000003,-54.127079363716220
5.955000000000003,-47.901022600139186
5.960000000000003,-43.439848843602284
5.965000000000003,-40.408802282635477
5.970000000000002,-38.144375301236174
5.975000000000003,-36.343625970552537
5.980000000000003,-34.851212240948492
5.985000000000003,-33.578033543363311
5.990000000000003,-32.468521566534022
5.995000000000003,-31.485772911436541
6.000000000000003,-30.604062849687292
6.005000000000003,-29.804757792227456
6.010000000000003,-29.073934614509998
6.015000000000003,-28.400919523314062
6.020000000000003,-27.777351657145381
6.025000000000003,-27.196560812040907
6.030000000000003,-26.653140969916130
6.035000000000003,-26.142650164719019
6.040000000000003,-25.661394335302862
6.045000000000003,-25.206268484155519
6.050000000000003,-24.774637843773021
6.055000000000003,-24.364247547707500
6.060000000000003,-23.973152982670737
6.065000000000003,-23.599665392087232
6.070000000000003,-23.242308893864816
6.075000000000003,-22.899786155554320
6.080000000000003,-22.570950716447712
6.085000000000003,-22.254784470303555
6.090000000000003,-21.950379196035307
6.095000000000003,-21.656921293762888
6.100000000000003,-21.373679081311494
6.105000000000003,-21.099992152661724
6.110000000000003,-20.835262409488884
6.115000000000003,-20.578946459852769
6.120000000000003,-20.330549141418672
6.125000000000003,-20.089617975366615
6.130000000000003,-19.855738395028684
6.135000000000003,-19.628529622950587
6.140000000000003,-19.407641093456540
6.145000000000003,-19.192749336357977
6.150000000000003,-18.983555252282827
6.155000000000003,-18.779781722028826
6.160000000000003,-18.581171501986514
6.165000000000003,-18.387485365522579
6.170000000000003,-18.198500456623659
6.175000000000003,-18.014008827365778
6.180000000000003,-17.833816135121921
6.185000000000003,-17.657740479022301
6.190000000000003,-17.485611358183544
6.195000000000003,-17.317268736729567
6.200000000000003,-17.152562202734941
6.205000000000003,-16.991350209991602
6.210000000000003,-16.833499393004431
6.215000000000003,-16.678883946889442
6.220000000000003,-16.527385064934496
6.225000000000003,-16.378890427506352
6.230000000000003,-16.233293736780929
6.235000000000003,-16.090494292454252
6.240000000000003,-15.950396604178129
6.245000000000003,-15.812910036971996
6.250000000000003,-15.677948486300181
6.255000000000003,-15.545430079886710
6.260000000000003,-15.415276903669735
6.265000000000003,-15.287414749588727
6.270000000000003,-15.161772883150240
6.275000000000003,-15.038283828940020
6.280000000000003,-14.916883172443949
6.285000000000003,-14.797509376713046
6.290000000000003,-14.680103612557245
6.295000000000003,-14.564609601088405
6.300000000000003,-14.450973467550231
6.305000000000003,-14.339143605477828
6.310000000000003,-14.229070550323751
6.315000000000003,-14.120706861769571
6.320000000000003,-14.014007014016762
6.325000000000003,-13.908927293416223
6.330000000000003,-13.805425702855688
6.335000000000003,-13.703461872376019
6.340000000000003,-13.602996975536945
6.345000000000003,-13.503993651092944
6.350000000000003,-13.406415929580664
6.355000000000003,-13.310229164452803
6.360000000000003,-13.215399967424430
6.365000000000003,-13.121896147726865
6.370000000000003,-13.029686654988636
6.375000000000003,-12.938741525487288
6.380000000000003,-12.849031831535731
6.385000000000003,-12.760529633786467
6.390000000000003,-12.673207936254329
6.395000000000003,-12.587040643873886
6.400000000000003,-12.502002522421650
6.405000000000003,-12.418069160647581
6.410000000000003,-12.335216934470417
6.415000000000003,-12.253422973104019
6.420000000000004,-12.172665126990950
6.425000000000003,-12.092921937428493
6.430000000000003,-12.014172607781621
6.435000000000003,-11.936396976184021
6.440000000000003,-11.859575489635915
6.445000000000003,-11.783689179414081
6.450000000000003,-11.708719637714729
6.455000000000003,-11.634648995455855
6.460000000000004,-11.561459901171112
6.465000000000003,-11.489135500930891
6.470000000000003,-11.417659419231414
6.475000000000003,-11.347015740796477
6.480000000000003,-11.277188993239943
6.485000000000003,-11.208164130540482
6.490000000000003,-11.139926517283509
6.495000000000003,-11.072461913627917
6.500000000000003,-11.005756460957828
6.505000000000003,-10.939796668182396
6.510000000000003,-10.874569398648807
6.515000000000003,-10.810061857635731
6.520000000000003,-10.746261580396791
6.525000000000003,-10.683156420725107
6.530000000000003,-10.620734540011844
6.535000000000003,-10.558984396773599
6.540000000000003,-10.497894736624545
6.545000000000004,-10.437454582670776
6.550000000000003,-10.377653226305897
6.555000000000003,-10.318480218387824
6.560000000000003,-10.259925360777794
6.565000000000003,-10.201978698224236
6.570000000000003,-10.144630510574432
6.575000000000003,-10.087871305298465
6.580000000000003,-10.031691810310269
6.585000000000004,-9.976082967071898
6.590000000000003,-9.921035923967681
6.595000000000003,-9.866542029935630
6.600000000000003,-9.812592828344096
6.605000000000003,-9.759180051102669
6.610000000000003,-9.706295612996470
6.615000000000003,-9.653931606233527
6.620000000000003,-9.602080295196187
6.625000000000004,-9.550734111387031
6.630000000000003,-9.499885648560703
6.635000000000003,-9.449527658033935
6.640000000000003,-9.399653044165234
6.645000000000003,-9.350254859997687
6.650000000000003,-9.301326303057312
6.655000000000003,-9.252860711300608
6.660000000000003,-9.204851559204768
6.665000000000004,-9.157292453994767
6.670000000000004,-9.110177132001500
6.675000000000003,-9.063499455145449
6.680000000000003,-9.017253407540848
6.685000000000003,-8.971433092215397
6.690000000000003,-8.926032727940644
6.695000000000003,-8.881046646168924
6.700000000000003,-8.836469288072079
6.705000000000004,-8.792295201678478
6.710000000000004,-8.748519039103858
6.715000000000003,-8.705135553872871
6.720000000000003,-8.662139598327284
6.725000000000003,-8.619526121117794
6.730000000000003,-8.577290164776144
6.735000000000003,-8.535426863364366
6.740000000000003,-8.493931440198411
6.745000000000003,-8.452799205643116
6.750000000000004,-8.412025554975999
6.755000000000003,-8.371605966317286
6.760000000000003,-8.331535998623588
6.765000000000003,-8.291811289743052
6.770000000000003,-8.252427554529575
6.775000000000003,-8.213380583014130
6.780000000000003,-8.174666238630714
6.785000000000003,-8.136280456495607
6.790000000000004,-8.098219241737375
6.795000000000004,-8.060478667876195
6.800000000000003,-8.023054875250717
6.805000000000003,-7.985944069490585
6.810000000000003,-7.949142520033340
6.815000000000003,-7.912646558683852
6.820000000000003,-7.876452578214979
6.825000000000003,-7.840557031008018
6.830000000000004,-7.804956427731603
6.835000000000004,-7.769647336057618
6.840000000000003,-7.734626379413100
6.845000000000003,-7.699890235766603
6.850000000000003,-7.665435636448302
6.855000000000003,-7.631259365002224
6.860000000000003,-7.597358256069996
6.865000000000003,-7.563729194304708
6.870000000000004,-7.530369113314237
6.875000000000004,-7.497274994632705
6.880000000000003,-7.464443866719585
6.885000000000003,-7.431872803985152
6.890000000000003,-7.399558925841772
6.895000000000003,-7.367499395779938
6.900000000000003,-7.335691420468527
6.905000000000003,-7.304132248878286
6.910000000000004,-7.272819171427932
6.915000000000004,-7.241749519152242
6.920000000000004,-7.210920662891228
6.925000000000003,-7.180330012499925
6.930000000000003,-7.149975016078171
6.935000000000003,-7.119853159219663
6.940000000000003,-7.089961964279711
6.945000000000003,-7.060298989661258
6.950000000000004,-7.030861829118448
6.955000000000004,-7.001648111077374
6.960000000000004,-6.972655497973327
6.965000000000003,-6.943881685604230
6.970000000000003,-6.915324402499636
6.975000000000003,-6.886981409304979
6.980000000000003,-6.858850498180435
6.985000000000003,-6.830929492214251
6.990000000000004,-6.803216244849755
6.995000000000004,-6.775708639326072
7.000000000000004,-6.748404588131776
7.005000000000003,-6.721302032471398
7.010000000000003,-6.694398941744219
7.015000000000003,-6.667693313035122
7.020000000000003,-6.641183170617166
7.025000000000003,-6.614866565465484
7.030000000000003,-6.588741574782231
7.035000000000004,-6.562806301532262
7.040000000000004,-6.537058873989313
7.045000000000004,-6.511497445292277
7.050000000000003,-6.486120193011434
7.055000000000003,-6.460925318724207
7.060000000000003,-6.435911047600417
7.065000000000003,-6.411075627996464
7.070000000000003,-6.386417331058509
7.075000000000004,-6.361934450334273
7.080000000000004,-6.337625301393157
7.085000000000004,-6.313488221454628
7.090000000000003,-6.289521569024516
7.095000000000003,-6.265723723539089
7.100000000000003,-6.242093085016681
7.105000000000003,-6.218628073716662
7.110000000000003,-6.195327129805645
7.115000000000004,-6.172188713030551
7.120000000000004,-6.149211302398656
7.125000000000004,-6.126393395864088
7.130000000000003,-6.103733510020962
7.135000000000003,-6.081230179802689
7.140000000000003,-6.058881958187525
7.145000000000003,-6.036687415910034
7.150000000000003,-6.014645141178491
7.155000000000004,-5.992753739397879
7.160000000000004,-5.971011832898534
7.165000000000004,-5.949418060670176
7.170000000000004,-5.927971078101239
7.175000000000003,-5.906669556723350
7.180000000000003,-5.885512183960873
7.185000000000003,-5.864497662885341
7.190000000000003,-5.843624711974715
7.195000000000004,-5.822892064877324
7.200000000000004,-5.802298470180352
7.205000000000004,-5.781842691182830
7.210000000000004,-5.761523505672940
7.215000000000003,-5.741339705709626
7.220000000000003,-5.721290097408337
7.225000000000003,-5.701373500730837
7.230000000000003,-5.681588749278965
7.235000000000004,-5.661934690092305
7.240000000000004,-5.642410183449657
7.245000000000004,-5.623014102674095
7.250000000000004,-5.603745333941794
7.255000000000003,-5.584602776094291
7.260000000000003,-5.565585340454241
7.265000000000003,-5.546691950644539
7.270000000000003,-5.527921542410715
7.275000000000003,-5.509273063446635
7.280000000000004,-5.490745473223242
7.285000000000004,-5.472337742820514
7.290000000000004,-5.454048854762312
7.295000000000004,-5.435877802854279
7.300000000000003,-5.417823592024565
7.305000000000003,-5.399885238167419
7.310000000000003,-5.382061767989515
7.315000000000003,-5.364352218858969
7.320000000000004,-5.346755638657040
7.325000000000004,-5.329271085632417
7.330000000000004,-5.311897628257984
7.335000000000004,-5.294634345090118
7.340000000000003,-5.277480324630433
7.345000000000003,-5.260434665189820
7.350000000000003,-5.243496474754871
7.355000000000003,-5.226664870856586
7.360000000000004,-5.209938980441270
7.365000000000004,-5.193317939743640
7.370000000000004,-5.176800894162096
7.375000000000004,-5.160386998135983
7.380000000000003,-5.144075415025071
7.385000000000003,-5.127865316990877
7.390000000000003,-5.111755884880057
7.395000000000003,-5.095746308109702
7.400000000000004,-5.079835784554511
7.405000000000004,-5.064023520435829
7.410000000000004,-5.048308730212495
7.415000000000004,-5.032690636473477
7.420000000000004,-5.017168469832225
7.425000000000003,-5.001741468822758
7.430000000000003,-4.986408879797406
7.435000000000003,-4.971169956826245
7.440000000000004,-4.956023961598040
7.445000000000004,-4.940970163322863
7.450000000000004,-4.926007838636229
7.455000000000004,-4.911136271504717
7.460000000000004,-4.896354753133129
7.465000000000003,-4.881662581873044
7.470000000000003,-4.867059063132913
7.475000000000003,-4.852543509289433
7.480000000000004,-4.838115239600354
7.485000000000004,-4.823773580118660
7.490000000000004,-4.809517863608075
7.495000000000004,-4.795347429459786
7.500000000000004,-4.781261623610561
7.505000000000003,-4.767259798462034
7.510000000000003,-4.753341312801253
7.515000000000003,-4.739505531722446
7.520000000000004,-4.725751826549936
7.525000000000004,-4.712079574762260
7.530000000000004,-4.698488159917382
7.535000000000004,-4.684976971579062
7.540000000000004,-4.671545405244327
7.545000000000004,-4.658192862271986
7.550000000000003,-4.644918749812249
7.555000000000003,-4.631722480737342
7.560000000000003,-4.618603473573212
7.565000000000004,-4.605561152432137
7.570000000000004,-4.592594946946416
7.575000000000004,-4.579704292202984
7.580000000000004,-4.566888628678981
7.585000000000004,-4.554147402178247
7.590000000000003,-4.541480063768763
7.595000000000003,-4.528886069720985
7.600000000000003,-4.516364881447029
7.605000000000004,-4.503915965440788
7.610000000000004,-4.491538793218838
7.615000000000004,-4.479232841262261
7.620000000000004,-4.466997590959216
7.625000000000004,-4.454832528548362
7.630000000000003,-4.442737145063123
7.635000000000003,-4.430710936276614
7.640000000000003,-4.418753402647482
7.645000000000004,-4.406864049266398
7.650000000000004,-4.395042385803364
7.655000000000004,-4.383287926455695
7.660000000000004,-4.371600189896756
7.665000000000004,-4.359978699225444
7.670000000000004,-4.348422981916261
7.675000000000003,-4.336932569770157
7.680000000000003,-4.325506998866063
7.685000000000004,-4.314145809512984
7.690000000000004,-4.302848546202860
7.695000000000004,-4.291614757563989
7.700000000000004,-4.280443996315121
7.705000000000004,-4.269335819220141
7.710000000000004,-4.258289787043399
7.715000000000003,-4.247305464505606
7.720000000000003,-4.236382420240346
7.725000000000004,-4.225520226751142
7.730000000000004,-4.214718460369120
7.735000000000004,-4.203976701211233
7.740000000000004,-4.193294533139006
7.745000000000004,-4.182671543717867
7.750000000000004,-4.172107324177000
7.755000000000003,-4.161601469369701
7.760000000000003,-4.151153577734283
7.765000000000004,-4.140763251255498
7.770000000000004,-4.130430095426434
7.775000000000004,-4.120153719210911
7.780000000000004,-4.109933735006381
7.785000000000004,-4.099769758607303
7.790000000000004,-4.089661409168980
7.795000000000004,-4.079608309171873
7.800000000000003,-4.069610084386367
7.805000000000004,-4.059666363837985
7.810000000000004,-4.049776779773056
7.815000000000004,-4.039940967624799
7.820000000000004,-4.030158565979858
7.825000000000004,-4.020429216545277
7.830000000000004,-4.010752564115825
7.835000000000004,-4.001128256541827
7.840000000000003,-3.991555944697298
7.845000000000003,-3.982035282448587
7.850000000000004,-3.972565926623292
7.855000000000004,-3.963147536979676
7.860000000000004,-3.953779776176389
7.865000000000004,-3.944462309742589
7.870000000000004,-3.935194806048437
7.875000000000004,-3.925976936275958
7.880000000000003,-3.916808374390260
7.885000000000003,-3.907688797111081
7.890000000000004,-3.898617883884724
7.895000000000004,-3.889595316856339
7.900000000000004,-3.880620780842463
7.905000000000004,-3.871693963304019
7.910000000000004,-3.862814554319539
7.915000000000004,-3.853982246558779
7.920000000000004,-3.845196735256585
7.925000000000003,-3.836457718187160
7.930000000000004,-3.827764895638553
7.935000000000004,-3.819117970387530
7.940000000000004,-3.810516647674703
7.945000000000004,-3.801960635179949
7.950000000000004,-3.793449642998160
7.955000000000004,-3.784983383615254
7.960000000000004,-3.776561571884477
7.965000000000003,-3.768183925002978
7.970000000000004,-3.759850162488686
7.975000000000004,-3.751560006157421
7.980000000000004,-3.743313180100329
7.985000000000004,-3.735109410661503
7.990000000000004,-3.726948426415966
7.995000000000004,-3.718829958147816
8.000000000000004,-3.710753738828676
8.005000000000004,-3.702719503596403
8.010000000000003,-3.694726989734019
8.015000000000004,-3.686775936648883
8.020000000000003,-3.678866085852141
8.025000000000004,-3.670997180938362
8.030000000000005,-3.663168967565457
8.035000000000004,-3.655381193434789
8.040000000000005,-3.647633608271546
8.045000000000004,-3.639925963805295
8.050000000000004,-3.632258013750813
8.055000000000003,-3.624629513789097
8.060000000000004,-3.617040221548594
8.065000000000003,-3.609489896586658
8.070000000000004,-3.601978300371209
8.075000000000005,-3.594505196262600
8.080000000000004,-3.587070349495683
8.085000000000004,-3.579673527162097
8.090000000000003,-3.572314498192720
8.095000000000004,-3.564993033340359
8.100000000000003,-3.557708905162603
